sat1,sat2,collision_risk,altitude,velocity,inclination,eccentricity,raan,perigee,anomaly
56262.0,54530.0,1,-0.3612108286247743,-0.43433496154347756,-0.7085062082985257,-0.4132353598271653,-0.989537773088265,-1.2743028214402647,-1.2568522114999723
33745.0,17764.0,1,-0.36063805686025796,-0.43828507683174506,-0.7052976949248735,-0.4164538694928213,-0.9888932233876085,-0.20643982987397322,-0.3567120037916274
56616.0,12668.0,1,-0.3616215663318029,-0.43607856690054964,0.004947187597959497,-0.409110175044873,-0.6130270763221414,-0.7511162708759009,1.1432726589182873
36645.0,29772.0,1,-0.36131343158833384,-0.39385854060949116,-0.7061566312246189,-0.3342365485449804,-0.41296018740386703,-0.5121194686030561,0.06727939781618371
38577.0,23362.0,1,-0.3587147862828852,0.7920557524884255,-0.33892727830964875,1.6868550197609862,-1.0000802867041916,-0.741947281299183,1.4415613942645857
42510.0,41097.0,1,-0.3620584245122285,-0.41476450827902206,-0.6584288586324157,-0.3733705058774227,2.4384496286476534,-1.0297668480009443,1.6411175078146987
40509.0,30064.0,1,-0.3591423492681474,-0.42886854553562387,-0.7089970290412372,-0.3980008670305995,-0.9985570083458926,-0.6484766125501809,-0.3410119661974818
40434.0,32360.0,1,-0.36200443197462934,-0.41623848669817276,-0.6658457054111697,-0.3872121277081244,1.6279228043827971,-0.4922863228693525,-0.4948509903226227
32096.0,29907.0,1,-0.36253088359984703,-0.41663304628861864,-0.7079426733717087,-0.3917235977640339,-0.6723334547477618,1.2951614284858006,-1.23634643998733
36278.0,36182.0,1,-0.36146805970772933,-0.43076663033989343,-0.7072700671687331,-0.3978373769977823,-0.9712316694793119,0.6449801621496948,0.5894371439399586
61277.0,31727.0,1,-0.36081071579274504,-0.43815839771780263,-0.23538682478001755,-0.3927782687600506,0.8342847434681838,-0.9228226119178756,-0.7873636974106605
37331.0,30235.0,1,-0.36078212073319516,-0.39718728407406506,0.41329186698804515,-0.3684273366498914,1.1185679610080332,-1.3051119008370378,0.6096249289798605
61098.0,60967.0,1,-0.3618366257901631,-0.42076097741700047,-0.6978990266921465,-0.3969713072487737,-0.9408854220676117,2.213892363474313,2.091191423150565
36302.0,30678.0,1,-0.35874344001515995,-0.4045123813102108,0.10096172307267622,-0.40462061051623643,1.0260806546532937,2.2820567120215034,-1.0990688483191335
49485.0,30946.0,1,-0.36208991589171763,-0.43241736586131646,-0.7034616617762112,-0.3866778465551272,0.9831300036663023,1.1600604975558877,-0.05873580994421999
55532.0,54895.0,1,-0.35997126963547266,-0.43302745932689757,-0.7091515466824623,-0.4148050778546715,-0.9782916074634905,-1.2696477784570983,-1.2513299190230416
31334.0,12183.0,1,-0.35927310817024544,-0.43659467309622985,-0.7058157834866252,-0.4020325526111174,-0.8992372521366176,1.2752019787259097,-1.2101604717561572
61484.0,60638.0,1,-0.35751778770277826,-0.38868347105228657,-0.7063429613213897,-0.3162905788969531,-1.0025926923712825,-1.2162132102611871,-1.1754302505622554
41523.0,32223.0,1,-0.36084653694611135,-0.42366277503182465,-0.7042524285283577,-0.3980051412798235,-0.9870175614559401,-0.6278958835263431,-0.981920235973277
36668.0,22349.0,1,-0.3607177235660922,-0.38839517685608704,0.5544255537001846,-0.3517347905867958,0.39547686845436325,-0.07075403165162612,2.491877247692945
56259.0,55533.0,1,-0.36190212673317484,-0.44114711016215974,-0.7088334221270001,-0.4157934979877166,-0.9874223565101589,-1.155447319175876,-1.1404658954928766
39860.0,20974.0,1,-0.3610064641818255,-0.42828279768698235,0.5522532174500349,-0.410515868758409,2.1291828618110817,-0.7919397803129672,-1.1999729256860154
60610.0,31082.0,1,-0.35878309262783725,-0.36145919009942035,0.04080891427145691,-0.2735822806509587,1.1390831527778873,-0.08673433564956763,-0.1545488367629549
61166.0,61119.0,1,-0.36141517584387356,-0.43615871021307406,-0.7059384886723027,-0.416701775947812,-0.9843022006927943,-1.288811854214243,-1.2699724204848002
48819.0,41713.0,1,-0.36215155475139504,-0.41328950502815365,0.7606429798231927,-0.3780171490650404,1.0625445485317777,-1.1182103889328774,-1.1141840957219733
31303.0,30077.0,1,-0.3594218213940327,-0.42531401856668666,-0.706770157153009,-0.4144695492905892,-0.9985224390712901,1.5998613576063518,-0.5377497612837222
61395.0,61174.0,1,-0.36252834583739874,-0.4185377317908239,-0.7082108069255973,-0.4128293061508874,-1.002282684037748,0.007105004311005579,-0.023613550633241085
62941.0,18410.0,1,-0.35909095081622355,-0.42657107410150735,0.5571023446025659,-0.3546872282382591,1.7824809159934805,0.5701842832906265,0.1052308655387317
41219.0,39970.0,1,-0.36013382951723366,-0.43496757608937603,0.022898501798987198,-0.4190152133402905,1.1304988212975189,1.128270570676473,1.0449266302653295
41360.0,30857.0,1,-0.36115934909324826,-0.41969160169112507,-0.7049341240043466,-0.4057233668160229,0.7451952622655205,0.8382503554463699,0.7708364476955798
26836.0,9819.0,1,-0.36192008175559237,-0.31233010252383714,0.8350750365281174,-0.24131116472876687,1.2981642636720698,0.8696545430025658,0.5172716385443259
31608.0,30639.0,1,-0.36084790543211576,-0.38962687259520307,-0.6795250612960052,-0.3710186002419285,-0.9880111493162951,1.0822822506550511,1.0282149165301728
31952.0,31036.0,1,-0.35951078281549714,-0.42503358440933553,-0.7078745038241092,-0.40894882213666783,-0.9290683058429473,-0.9241550625004444,-0.2574435965687698
40450.0,17118.0,1,-0.35752909748777606,-0.40799795009728435,-0.7024391185622292,-0.3607320852032708,-0.9962888178768009,-1.278456061941011,0.6545917010085391
39885.0,38169.0,1,-0.35867233029405876,-0.40919664735365197,0.5639647457275162,-0.3988952536807171,0.47540883730098743,-0.01785085066498892,-0.04549690052949879
61265.0,35786.0,1,-0.35854970404780934,-0.42810061234337315,-0.02975111212985251,-0.4024022751689915,-0.19684869451838957,-0.9245954197809344,-0.9228488036880015
61451.0,61099.0,1,-0.36186314564584016,-0.40598542702946305,-0.707492754357557,-0.3692549381558842,-1.0011530493547645,0.710106386823735,0.6608251070700562
54541.0,54336.0,1,-0.36245495177016074,-0.44082934199217666,-0.7086743598492707,-0.4196317737908493,-0.9964594339740334,-1.2641142966611711,-1.245590916586949
42357.0,36657.0,1,-0.35908499511389286,-0.40223853717482877,-0.6831198687727175,-0.3648700927332351,-0.9273253453202387,0.2729340159668951,0.2400669309333566
61831.0,61393.0,1,-0.36176856296707693,-0.43702570344358443,-0.708774341852415,-0.4194185956108034,-1.0020473899428728,-1.2632108246179954,-1.2458337624205824
61323.0,31743.0,1,-0.35996810745517144,-0.42719601328695583,-0.24169023561465913,-0.3955714906279207,-0.9722263724775561,-0.02536764703428582,0.766664508733024
61803.0,42402.0,1,-0.36100399874934114,-0.42268277524674364,-0.25236558676863796,-0.4021233804071269,0.030086326731397828,0.7483082343118387,0.689863152602961
61088.0,60792.0,1,-0.36150880871729185,-0.38818275309369094,-0.7054703911121244,-0.3431098899339599,-1.0013872283117506,1.2069989424589862,1.1456608244481445
31436.0,22599.0,1,-0.36043130157258396,-0.40272491320569975,0.34279092086132085,-0.38563706686908833,0.9798146987181159,-0.4479957110197431,2.1063665652657364
61490.0,61075.0,1,-0.36247047894836987,-0.3915610513129705,-0.7061293634055791,-0.3571775126923797,-1.001035959876272,1.2859070983508494,1.2136456789230643
61104.0,61099.0,1,-0.36141345626624743,-0.43922310473371334,-0.7089788504952107,-0.4128180862466745,-1.0033766343082406,-1.1723026483642494,-1.159963257848816
38170.0,31036.0,1,-0.36156904435713805,-0.41593207810356186,-0.7025754576574265,-0.4093538072506398,-0.10788076334578077,0.8768390801318028,1.494876400197455
42607.0,42392.0,1,-0.3622132859120594,-0.43652016715842457,-0.577338909445338,-0.4078615599903182,-0.4229941981417675,0.02703942084048128,-0.006300711785233186
42272.0,36691.0,1,-0.36184105005847006,-0.41619728883517226,-0.6974491076779936,-0.3627586136165898,-0.9720423747256387,0.6504385442543745,0.588569215108542
61295.0,60623.0,1,-0.3620750678862422,-0.40330108129147424,-0.7091242788634224,-0.3859731297143236,-0.9903027576810859,0.7897405063976448,0.7361334513709191
60979.0,60768.0,1,-0.36135406736839304,-0.44133575972666544,-0.7062066222261925,-0.4046350361073674,-0.9856414812991753,-1.2011306889358722,-1.1874102820232517
30816.0,29987.0,1,-0.35903112007792654,-0.42328373078048204,-0.7082653425636763,-0.4052067169410745,1.0472392809859143,0.6645606998310238,1.3867305076123544
61122.0,60706.0,1,-0.36205930704469547,-0.43968790841424105,-0.7089379487666521,-0.4179813793092406,-1.0021644794213649,-1.2909044047021538,-1.2715645308380386
38721.0,36205.0,1,-0.36226213446915306,-0.43558922731191607,-0.6850149821959642,-0.4127700009429047,-0.6536749675654387,0.16521943911149636,0.1415967568766584
42214.0,31353.0,1,-0.36030059673535125,-0.39374359697315947,0.016363314502511196,-0.3450856616377441,-0.01145813537578867,-0.6133788856335953,-0.6233970219277088
36280.0,17804.0,1,-0.36198777180245195,-0.43792851904865127,0.7895832250971553,-0.3893358952912888,-0.06924569599467187,-0.16507810598297312,2.093540384868715
55532.0,55208.0,1,-0.36142459373715413,-0.43570435728065626,-0.7088970470380924,-0.4172355228196564,-0.9978265930276747,-1.2935397211404362,-1.2744667018991749
61416.0,60650.0,1,-0.36234267827727923,-0.43188047733724294,-0.7056703551184141,-0.3935412222465308,-0.9859224960475589,-1.1952228465578232,-1.1843643636525212
41156.0,36684.0,1,-0.36143527527788916,-0.43042961861984796,-0.6854103655720375,-0.41778422956378464,0.9772398453291623,2.005966351643495,1.88846742381552
41263.0,36668.0,1,-0.360596874890639,-0.43224687842146176,-0.6985534543490951,-0.4123537959247197,-0.9641204351521733,2.628538240579568,2.4813314223435867
41144.0,36707.0,1,-0.3612599581008826,-0.41965045058460265,-0.7022300652829262,-0.4107343897499849,-1.003471421028925,0.24969407514846848,0.2123737939409781
32156.0,12427.0,1,-0.36203639571940144,-0.43517008637622623,-0.7001804342184539,-0.4080239814608294,-0.9039498248614853,-0.4073076086017407,-0.7276889620229942
41504.0,30742.0,1,-0.3616313013723824,-0.43159807722082505,-0.704629633358405,-0.40018500838405263,-0.8816827514657997,1.3176765434962892,-0.1657175671205575
43336.0,37420.0,1,-0.35937963585003185,-0.43712967516936285,0.013254783132003697,-0.4042583678945043,1.2150541518377789,1.1704367715630963,1.0922674108918604
48731.0,47102.0,1,-0.36260301008204404,-0.43961954007085513,-0.6909320989275447,-0.3744700564902912,1.566354926315428,-0.2994644519719355,1.3678451603169612
35260.0,34114.0,1,-0.3616075748042533,-0.4411380285648819,0.40542055655863224,-0.4064660176186892,0.8476976220140227,2.119089244142744,-0.8036049654053253
57579.0,54404.0,1,-0.36083836232445643,-0.42876633881725273,-0.7087516186698823,-0.4041841028142376,-0.9674993029601126,-1.190030726994834,-1.1718191439060721
29944.0,16867.0,1,-0.36259855657931206,-0.41909807254056286,0.42679398204912294,-0.3226330304641844,0.953413809162683,-0.8139895048125502,-0.2180655456979711
55218.0,12171.0,1,-0.36122041278506145,-0.4182167875228607,-0.6896686899787128,-0.4143717758395906,-0.9874223565101589,1.5375183730048656,-0.7536495083368481
55896.0,30858.0,1,-0.36241616059275117,-0.44014461090406554,-0.7084153155683937,-0.4164709664897172,-0.43445223996571947,-1.2721738589808405,0.5571865638365657
61841.0,61376.0,1,-0.36008624842883125,-0.42531440768734335,-0.7077199861828859,-0.4104325208985413,-0.9976269833452918,-1.091735472020308,-1.084524234175594
56606.0,54604.0,1,-0.3626218534066201,-0.44121137523494636,-0.7086107349381772,-0.4190168161837494,-0.9721906880650629,-1.2201536683034029,-1.203280202801464
35236.0,22444.0,1,-0.35796382292024415,-0.42678299043021223,0.5397281992378733,-0.41442627251719644,-0.8047415824412518,0.5386617568270121,-0.9143295976049743
